card_id,rank_corpus,verbo,verbo_base,tiempo_id,tiempo,regularidad_tarjeta,terminacion,pronominal,patrones_tarjeta,aplicable,yo,tu,el_ella_usted,nosotros,ellos_ellas_ustedes,nota
prender__presente_subjuntivo,257,prender,prender,presente_subjuntivo,Presente de subjuntivo,regular,er,no,regular,sí,prenda,prendas,prenda,prendamos,prendan,
prender__imperfecto_subjuntivo,257,prender,prender,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,prendiera,prendieras,prendiera,prendiéramos,prendieran,
prender__imperativo,257,prender,prender,imperativo,Imperativo,regular,er,no,regular,sí,,prende / no prendas,prenda / no prenda,prendamos / no prendamos,prendan / no prendan,
refrescar__presente_indicativo,259,refrescar,refrescar,presente_indicativo,Presente,regular,ar,no,regular,sí,refresco,refrescas,refresca,refrescamos,refrescan,
refrescar__preterito,259,refrescar,refrescar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,refresqué,refrescaste,refrescó,refrescamos,refrescaron,
refrescar__imperfecto,259,refrescar,refrescar,imperfecto,Imperfecto,regular,ar,no,regular,sí,refrescaba,refrescabas,refrescaba,refrescábamos,refrescaban,
refrescar__futuro,259,refrescar,refrescar,futuro,Futuro,regular,ar,no,regular,sí,refrescaré,refrescarás,refrescará,refrescaremos,refrescarán,
refrescar__condicional,259,refrescar,refrescar,condicional,Condicional,regular,ar,no,regular,sí,refrescaría,refrescarías,refrescaría,refrescaríamos,refrescarían,
refrescar__presente_subjuntivo,259,refrescar,refrescar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,refresque,refresques,refresque,refresquemos,refresquen,
refrescar__imperfecto_subjuntivo,259,refrescar,refrescar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,refrescara,refrescaras,refrescara,refrescáramos,refrescaran,
refrescar__imperativo,259,refrescar,refrescar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,refresca / no refresques,refresque / no refresque,refresquemos / no refresquemos,refresquen / no refresquen,
avanzar__presente_indicativo,262,avanzar,avanzar,presente_indicativo,Presente,regular,ar,no,regular,sí,avanzo,avanzas,avanza,avanzamos,avanzan,
avanzar__preterito,262,avanzar,avanzar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,avancé,avanzaste,avanzó,avanzamos,avanzaron,
avanzar__imperfecto,262,avanzar,avanzar,imperfecto,Imperfecto,regular,ar,no,regular,sí,avanzaba,avanzabas,avanzaba,avanzábamos,avanzaban,
avanzar__futuro,262,avanzar,avanzar,futuro,Futuro,regular,ar,no,regular,sí,avanzaré,avanzarás,avanzará,avanzaremos,avanzarán,
avanzar__condicional,262,avanzar,avanzar,condicional,Condicional,regular,ar,no,regular,sí,avanzaría,avanzarías,avanzaría,avanzaríamos,avanzarían,
avanzar__presente_subjuntivo,262,avanzar,avanzar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,avance,avances,avance,avancemos,avancen,
avanzar__imperfecto_subjuntivo,262,avanzar,avanzar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,avanzara,avanzaras,avanzara,avanzáramos,avanzaran,
avanzar__imperativo,262,avanzar,avanzar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,avanza / no avances,avance / no avance,avancemos / no avancemos,avancen / no avancen,
apagar__presente_indicativo,264,apagar,apagar,presente_indicativo,Presente,regular,ar,no,regular,sí,apago,apagas,apaga,apagamos,apagan,
apagar__preterito,264,apagar,apagar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,apagué,apagaste,apagó,apagamos,apagaron,
apagar__imperfecto,264,apagar,apagar,imperfecto,Imperfecto,regular,ar,no,regular,sí,apagaba,apagabas,apagaba,apagábamos,apagaban,
apagar__futuro,264,apagar,apagar,futuro,Futuro,regular,ar,no,regular,sí,apagaré,apagarás,apagará,apagaremos,apagarán,
apagar__condicional,264,apagar,apagar,condicional,Condicional,regular,ar,no,regular,sí,apagaría,apagarías,apagaría,apagaríamos,apagarían,
apagar__presente_subjuntivo,264,apagar,apagar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,apague,apagues,apague,apaguemos,apaguen,
apagar__imperfecto_subjuntivo,264,apagar,apagar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,apagara,apagaras,apagara,apagáramos,apagaran,
apagar__imperativo,264,apagar,apagar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,apaga / no apagues,apague / no apague,apaguemos / no apaguemos,apaguen / no apaguen,
sentarse__presente_indicativo,266,sentarse,sentar,presente_indicativo,Presente,irregular,ar,sí,e→ie,sí,me siento,te sientas,se sienta,nos sentamos,se sientan,
sentarse__preterito,266,sentarse,sentar,preterito,Pretérito,regular,ar,sí,regular,sí,me senté,te sentaste,se sentó,nos sentamos,se sentaron,
sentarse__imperfecto,266,sentarse,sentar,imperfecto,Imperfecto,regular,ar,sí,regular,sí,me sentaba,te sentabas,se sentaba,nos sentábamos,se sentaban,
sentarse__futuro,266,sentarse,sentar,futuro,Futuro,regular,ar,sí,regular,sí,me sentaré,te sentarás,se sentará,nos sentaremos,se sentarán,
sentarse__condicional,266,sentarse,sentar,condicional,Condicional,regular,ar,sí,regular,sí,me sentaría,te sentarías,se sentaría,nos sentaríamos,se sentarían,
sentarse__presente_subjuntivo,266,sentarse,sentar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,sí,e→ie,sí,me siente,te sientes,se siente,nos sentemos,se sienten,
sentarse__imperfecto_subjuntivo,266,sentarse,sentar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,sí,regular,sí,me sentara,te sentaras,se sentara,nos sentáramos,se sentaran,
sentarse__imperativo,266,sentarse,sentar,imperativo,Imperativo,irregular,ar,sí,e→ie,sí,,siéntate / no te sientes,siéntese / no se siente,sentémonos / no nos sentemos,siéntense / no se sienten,
perderse__presente_indicativo,269,perderse,perder,presente_indicativo,Presente,irregular,er,sí,e→ie,sí,me pierdo,te pierdes,se pierde,nos perdemos,se pierden,
perderse__preterito,269,perderse,perder,preterito,Pretérito,regular,er,sí,regular,sí,me perdí,te perdiste,se perdió,nos perdimos,se perdieron,
perderse__imperfecto,269,perderse,perder,imperfecto,Imperfecto,regular,er,sí,regular,sí,me perdía,te perdías,se perdía,nos perdíamos,se perdían,
perderse__futuro,269,perderse,perder,futuro,Futuro,regular,er,sí,regular,sí,me perderé,te perderás,se perderá,nos perderemos,se perderán,
perderse__condicional,269,perderse,perder,condicional,Condicional,regular,er,sí,regular,sí,me perdería,te perderías,se perdería,nos perderíamos,se perderían,
perderse__presente_subjuntivo,269,perderse,perder,presente_subjuntivo,Presente de subjuntivo,irregular,er,sí,e→ie,sí,me pierda,te pierdas,se pierda,nos perdamos,se pierdan,
perderse__imperfecto_subjuntivo,269,perderse,perder,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,sí,regular,sí,me perdiera,te perdieras,se perdiera,nos perdiéramos,se perdieran,
perderse__imperativo,269,perderse,perder,imperativo,Imperativo,irregular,er,sí,e→ie,sí,,piérdete / no te pierdas,piérdase / no se pierda,perdámonos / no nos perdamos,piérdanse / no se pierdan,
utilizar__presente_indicativo,272,utilizar,utilizar,presente_indicativo,Presente,regular,ar,no,regular,sí,utilizo,utilizas,utiliza,utilizamos,utilizan,
utilizar__preterito,272,utilizar,utilizar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,utilicé,utilizaste,utilizó,utilizamos,utilizaron,
utilizar__imperfecto,272,utilizar,utilizar,imperfecto,Imperfecto,regular,ar,no,regular,sí,utilizaba,utilizabas,utilizaba,utilizábamos,utilizaban,
utilizar__futuro,272,utilizar,utilizar,futuro,Futuro,regular,ar,no,regular,sí,utilizaré,utilizarás,utilizará,utilizaremos,utilizarán,
utilizar__condicional,272,utilizar,utilizar,condicional,Condicional,regular,ar,no,regular,sí,utilizaría,utilizarías,utilizaría,utilizaríamos,utilizarían,
utilizar__presente_subjuntivo,272,utilizar,utilizar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,utilice,utilices,utilice,utilicemos,utilicen,
utilizar__imperfecto_subjuntivo,272,utilizar,utilizar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,utilizara,utilizaras,utilizara,utilizáramos,utilizaran,
utilizar__imperativo,272,utilizar,utilizar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,utiliza / no utilices,utilice / no utilice,utilicemos / no utilicemos,utilicen / no utilicen,
acordar__presente_indicativo,279,acordar,acordar,presente_indicativo,Presente,irregular,ar,no,o→ue,sí,acuerdo,acuerdas,acuerda,acordamos,acuerdan,
acordar__preterito,279,acordar,acordar,preterito,Pretérito,regular,ar,no,regular,sí,acordé,acordaste,acordó,acordamos,acordaron,
acordar__imperfecto,279,acordar,acordar,imperfecto,Imperfecto,regular,ar,no,regular,sí,acordaba,acordabas,acordaba,acordábamos,acordaban,
acordar__futuro,279,acordar,acordar,futuro,Futuro,regular,ar,no,regular,sí,acordaré,acordarás,acordará,acordaremos,acordarán,
acordar__condicional,279,acordar,acordar,condicional,Condicional,regular,ar,no,regular,sí,acordaría,acordarías,acordaría,acordaríamos,acordarían,
acordar__presente_subjuntivo,279,acordar,acordar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,o→ue,sí,acuerde,acuerdes,acuerde,acordemos,acuerden,
acordar__imperfecto_subjuntivo,279,acordar,acordar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,acordara,acordaras,acordara,acordáramos,acordaran,
acordar__imperativo,279,acordar,acordar,imperativo,Imperativo,irregular,ar,no,o→ue,sí,,acuerda / no acuerdes,acuerde / no acuerde,acordemos / no acordemos,acuerden / no acuerden,
sonar__presente_indicativo,284,sonar,sonar,presente_indicativo,Presente,irregular,ar,no,o→ue,sí,sueno,suenas,suena,sonamos,suenan,
sonar__preterito,284,sonar,sonar,preterito,Pretérito,regular,ar,no,regular,sí,soné,sonaste,sonó,sonamos,sonaron,
sonar__imperfecto,284,sonar,sonar,imperfecto,Imperfecto,regular,ar,no,regular,sí,sonaba,sonabas,sonaba,sonábamos,sonaban,
sonar__futuro,284,sonar,sonar,futuro,Futuro,regular,ar,no,regular,sí,sonaré,sonarás,sonará,sonaremos,sonarán,
sonar__condicional,284,sonar,sonar,condicional,Condicional,regular,ar,no,regular,sí,sonaría,sonarías,sonaría,sonaríamos,sonarían,
sonar__presente_subjuntivo,284,sonar,sonar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,o→ue,sí,suene,suenes,suene,sonemos,suenen,
sonar__imperfecto_subjuntivo,284,sonar,sonar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,sonara,sonaras,sonara,sonáramos,sonaran,
sonar__imperativo,284,sonar,sonar,imperativo,Imperativo,irregular,ar,no,o→ue,sí,,suena / no suenes,suene / no suene,sonemos / no sonemos,suenen / no suenen,
doler__presente_indicativo,285,doler,doler,presente_indicativo,Presente,irregular,er,no,o→ue,sí,duelo,dueles,duele,dolemos,duelen,
doler__preterito,285,doler,doler,preterito,Pretérito,regular,er,no,regular,sí,dolí,doliste,dolió,dolimos,dolieron,
doler__imperfecto,285,doler,doler,imperfecto,Imperfecto,regular,er,no,regular,sí,dolía,dolías,dolía,dolíamos,dolían,
doler__futuro,285,doler,doler,futuro,Futuro,regular,er,no,regular,sí,doleré,dolerás,dolerá,doleremos,dolerán,
doler__condicional,285,doler,doler,condicional,Condicional,regular,er,no,regular,sí,dolería,dolerías,dolería,doleríamos,dolerían,
doler__presente_subjuntivo,285,doler,doler,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,o→ue,sí,duela,duelas,duela,dolamos,duelan,
doler__imperfecto_subjuntivo,285,doler,doler,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,doliera,dolieras,doliera,doliéramos,dolieran,
doler__imperativo,285,doler,doler,imperativo,Imperativo,irregular,er,no,o→ue,sí,,duele / no duelas,duela / no duela,dolamos / no dolamos,duelan / no duelan,
abrazar__presente_indicativo,287,abrazar,abrazar,presente_indicativo,Presente,regular,ar,no,regular,sí,abrazo,abrazas,abraza,abrazamos,abrazan,
abrazar__preterito,287,abrazar,abrazar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,abracé,abrazaste,abrazó,abrazamos,abrazaron,
abrazar__imperfecto,287,abrazar,abrazar,imperfecto,Imperfecto,regular,ar,no,regular,sí,abrazaba,abrazabas,abrazaba,abrazábamos,abrazaban,
abrazar__futuro,287,abrazar,abrazar,futuro,Futuro,regular,ar,no,regular,sí,abrazaré,abrazarás,abrazará,abrazaremos,abrazarán,
abrazar__condicional,287,abrazar,abrazar,condicional,Condicional,regular,ar,no,regular,sí,abrazaría,abrazarías,abrazaría,abrazaríamos,abrazarían,
abrazar__presente_subjuntivo,287,abrazar,abrazar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,abrace,abraces,abrace,abracemos,abracen,
abrazar__imperfecto_subjuntivo,287,abrazar,abrazar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,abrazara,abrazaras,abrazara,abrazáramos,abrazaran,
abrazar__imperativo,287,abrazar,abrazar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,abraza / no abraces,abrace / no abrace,abracemos / no abracemos,abracen / no abracen,
investigar__presente_indicativo,288,investigar,investigar,presente_indicativo,Presente,regular,ar,no,regular,sí,investigo,investigas,investiga,investigamos,investigan,
investigar__preterito,288,investigar,investigar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,investigué,investigaste,investigó,investigamos,investigaron,
investigar__imperfecto,288,investigar,investigar,imperfecto,Imperfecto,regular,ar,no,regular,sí,investigaba,investigabas,investigaba,investigábamos,investigaban,
investigar__futuro,288,investigar,investigar,futuro,Futuro,regular,ar,no,regular,sí,investigaré,investigarás,investigará,investigaremos,investigarán,
investigar__condicional,288,investigar,investigar,condicional,Condicional,regular,ar,no,regular,sí,investigaría,investigarías,investigaría,investigaríamos,investigarían,
investigar__presente_subjuntivo,288,investigar,investigar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,investigue,investigues,investigue,investiguemos,investiguen,
investigar__imperfecto_subjuntivo,288,investigar,investigar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,investigara,investigaras,investigara,investigáramos,investigaran,
investigar__imperativo,288,investigar,investigar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,investiga / no investigues,investigue / no investigue,investiguemos / no investiguemos,investiguen / no investiguen,
agradecer__presente_indicativo,292,agradecer,agradecer,presente_indicativo,Presente,irregular,er,no,yo→-zco,sí,agradezco,agradeces,agradece,agradecemos,agradecen,
agradecer__preterito,292,agradecer,agradecer,preterito,Pretérito,regular,er,no,regular,sí,agradecí,agradeciste,agradeció,agradecimos,agradecieron,
agradecer__imperfecto,292,agradecer,agradecer,imperfecto,Imperfecto,regular,er,no,regular,sí,agradecía,agradecías,agradecía,agradecíamos,agradecían,
agradecer__futuro,292,agradecer,agradecer,futuro,Futuro,regular,er,no,regular,sí,agradeceré,agradecerás,agradecerá,agradeceremos,agradecerán,
agradecer__condicional,292,agradecer,agradecer,condicional,Condicional,regular,er,no,regular,sí,agradecería,agradecerías,agradecería,agradeceríamos,agradecerían,
agradecer__presente_subjuntivo,292,agradecer,agradecer,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,yo irregular,sí,agradezca,agradezcas,agradezca,agradezcamos,agradezcan,
agradecer__imperfecto_subjuntivo,292,agradecer,agradecer,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,agradeciera,agradecieras,agradeciera,agradeciéramos,agradecieran,
agradecer__imperativo,292,agradecer,agradecer,imperativo,Imperativo,irregular,er,no,-cer→-zc-,sí,,agradece / no agradezcas,agradezca / no agradezca,agradezcamos / no agradezcamos,agradezcan / no agradezcan,
despertarse__presente_indicativo,293,despertarse,despertar,presente_indicativo,Presente,irregular,ar,sí,e→ie,sí,me despierto,te despiertas,se despierta,nos despertamos,se despiertan,
despertarse__preterito,293,despertarse,despertar,preterito,Pretérito,regular,ar,sí,regular,sí,me desperté,te despertaste,se despertó,nos despertamos,se despertaron,
despertarse__imperfecto,293,despertarse,despertar,imperfecto,Imperfecto,regular,ar,sí,regular,sí,me despertaba,te despertabas,se despertaba,nos despertábamos,se despertaban,
despertarse__futuro,293,despertarse,despertar,futuro,Futuro,regular,ar,sí,regular,sí,me despertaré,te despertarás,se despertará,nos despertaremos,se despertarán,
despertarse__condicional,293,despertarse,despertar,condicional,Condicional,regular,ar,sí,regular,sí,me despertaría,te despertarías,se despertaría,nos despertaríamos,se despertarían,
despertarse__presente_subjuntivo,293,despertarse,despertar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,sí,e→ie,sí,me despierte,te despiertes,se despierte,nos despertemos,se despierten,
despertarse__imperfecto_subjuntivo,293,despertarse,despertar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,sí,regular,sí,me despertara,te despertaras,se despertara,nos despertáramos,se despertaran,
despertarse__imperativo,293,despertarse,despertar,imperativo,Imperativo,irregular,ar,sí,e→ie,sí,,despiértate / no te despiertes,despiértese / no se despierte,despertémonos / no nos despertemos,despiértense / no se despierten,
